IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1.68,,,0.56,,3.13,1.68 [0.56 – 3.13],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.94,,,0.31,,1.76,0.94 [0.31 – 1.76],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.74,,,0.25,,1.38,0.74 [0.25 – 1.38],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,457.10,,,67.86,,846.1,457.1 [67.86 – 846.1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,262.60,,,38.98,,486.1,262.6 [38.98 – 486.1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,MWI,Malawi,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,194.50,,,28.88,,360,194.5 [28.88 – 360],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,39.48,,,11.21,,76.8,39.48 [11.21 – 76.8],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,22.05,,,6.26,,42.89,22.05 [6.26 – 42.89],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NAM,Namibia,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,17.43,,,4.95,,33.91,17.43 [4.95 – 33.91],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NER,Niger,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,2905.00,,,1606,,4253,2905 [1606 – 4253],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NER,Niger,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1615.00,,,892.8,,2364,1615 [892.8 – 2364],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NER,Niger,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1290.00,,,713.1,,1889,1290 [713.1 – 1889],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,40231.00,,,28764,,53494,40 231 [28 764 – 53 494],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,22715.00,,,16241,,30204,22 715 [16 241 – 30 204],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,17515.00,,,12523,,23290,17 515 [12 523 – 23 290],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,409.60,,,148.7,,668.4,409.6 [148.7 – 668.4],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,226.70,,,82.32,,369.9,226.7 [82.32 – 369.9],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,182.90,,,66.43,,298.5,182.9 [66.43 – 298.5],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,736.90,,,436.8,,1048,736.9 [436.8 – 1048],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,411.50,,,243.9,,585.2,411.5 [243.9 – 585.2],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,325.40,,,192.9,,462.8,325.4 [192.9 – 462.8],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1070.00,,,544.8,,1590,1070 [544.8 – 1590],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,594.20,,,302.4,,882.8,594.2 [302.4 – 882.8],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,476.30,,,242.4,,707.6,476.3 [242.4 – 707.6],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,844.20,,,326.4,,1407,844.2 [326.4 – 1407],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,467.60,,,180.8,,779.5,467.6 [180.8 – 779.5],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,376.50,,,145.6,,627.7,376.5 [145.6 – 627.7],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,7.05,,,3.56,,10.69,7.05 [3.56 – 10.69],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.90,,,1.97,,5.92,3.9 [1.97 – 5.92],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.15,,,1.59,,4.77,3.15 [1.59 – 4.77],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,35.94,,,14.54,,60.45,35.94 [14.54 – 60.45],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,19.78,,,8.01,,33.27,19.78 [8.01 – 33.27],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,16.16,,,6.54,,27.18,16.16 [6.54 – 27.18],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.28,,,0.12,,0.45,0.28 [0.12 – 0.45],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.16,,,0.07,,0.25,0.16 [0.07 – 0.25],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.12,,,0.055,,0.2,0.12 [0.055 – 0.2],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TCD,Chad,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3215.00,,,1894,,4636,3215 [1894 – 4636],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TCD,Chad,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1771.00,,,1044,,2555,1771 [1044 – 2555],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TCD,Chad,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1443.00,,,850.4,,2081,1443 [850.4 – 2081],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TGO,Togo,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,533.10,,,303.6,,751.3,533.1 [303.6 – 751.3],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TGO,Togo,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,315.50,,,179.7,,444.7,315.5 [179.7 – 444.7],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TGO,Togo,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,217.60,,,123.9,,306.6,217.6 [123.9 – 306.6],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1743.00,,,741.4,,2995,1743 [741.4 – 2995],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,970.10,,,412.6,,1667,970.1 [412.6 – 1667],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,772.90,,,328.7,,1328,772.9 [328.7 – 1328],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,2061.00,,,1103,,2982,2061 [1103 – 2982],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1154.00,,,618.1,,1671,1154 [618.1 – 1671],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,UGA,Uganda,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,906.30,,,485.3,,1312,906.3 [485.3 – 1312],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1173.00,,,648.2,,1730,1173 [648.2 – 1730],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,645.80,,,357,,952.7,645.8 [357 – 952.7],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,526.80,,,291.2,,777.1,526.8 [291.2 – 777.1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,671.40,,,197.2,,1241,671.4 [197.2 – 1241],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,380.20,,,111.7,,702.5,380.2 [111.7 – 702.5],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,291.20,,,85.54,,538,291.2 [85.54 – 538],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,298.80,,,81.09,,566.4,298.8 [81.09 – 566.4],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,165.80,,,45,,314.3,165.8 [45 – 314.3],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,133.00,,,36.09,,252.1,133 [36.09 – 252.1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,41.42,,,16.13,,73.31,41.42 [16.13 – 73.31],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,23.59,,,9.18,,41.75,23.59 [9.18 – 41.75],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,17.83,,,6.94,,31.56,17.83 [6.94 – 31.56],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.09,,,0.018,,0.2,0.088 [0.018 – 0.2],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.06,,,0.013,,0.14,0.062 [0.013 – 0.14],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.03,,,0.006,,0.059,0.027 [0.006 – 0.059],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.27,,,0,,0.82,0.27 [0 – 0.82],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.15,,,0,,0.46,0.15 [0 – 0.46],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.12,,,0,,0.36,0.12 [0 – 0.36],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.42,,,0.02,,1,0.42 [0.02 – 1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.23,,,0.011,,0.55,0.23 [0.011 – 0.55],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BLZ,Belize,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.19,,,0.009,,0.45,0.19 [0.009 – 0.45],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,144.60,,,76.74,,213.9,144.6 [76.74 – 213.9],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,80.00,,,42.47,,118.4,80 [42.47 – 118.4],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,64.55,,,34.27,,95.54,64.55 [34.27 – 95.54],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,328.70,,,126.8,,607,328.7 [126.8 – 607],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,187.30,,,72.27,,345.9,187.3 [72.27 – 345.9],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,141.40,,,54.56,,261.1,141.4 [54.56 – 261.1],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.11,,,0.028,,0.23,0.11 [0.028 – 0.23],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.07,,,0.017,,0.14,0.071 [0.017 – 0.14],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,BRB,Barbados,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.04,,,0.01,,0.084,0.042 [0.01 – 0.084],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CAN,Canada,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1.59,,,0.34,,3.79,1.59 [0.34 – 3.79],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CAN,Canada,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.88,,,0.19,,2.11,0.88 [0.19 – 2.11],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CAN,Canada,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,0.71,,,0.15,,1.69,0.71 [0.15 – 1.69],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CHL,Chile,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,6.60,,,3.58,,9.75,6.6 [3.58 – 9.75],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CHL,Chile,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,3.76,,,2.04,,5.56,3.76 [2.04 – 5.56],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CHL,Chile,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,2.84,,,1.54,,4.19,2.84 [1.54 – 4.19],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,129.60,,,58.42,,212,129.6 [58.42 – 212],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,72.67,,,32.75,,118.8,72.67 [32.75 – 118.8],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,COL,Colombia,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,56.95,,,25.67,,93.14,56.95 [25.67 – 93.14],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,4.08,,,1.87,,6.68,4.08 [1.87 – 6.68],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,2.31,,,1.06,,3.79,2.31 [1.06 – 3.79],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,TRUE,Sex,Female,FMLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,1.76,,,0.81,,2.89,1.76 [0.81 – 2.89],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,TRUE,Sex,Both sexes,BTSX,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,8.87,,,3.57,,15.95,8.87 [3.57 – 15.95],,,EN,2022-08-26
AIR_72,Ambient air pollution attributable deaths in children under 15 years,numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,TRUE,Sex,Male,MLE,Cause,Lower respiratory infections,ENVCAUSE039,,,,,,,5.00,,,2.01,,9,5 [2.01 – 9],,,EN,2022-08-26
